Date, Timestamp, Ticker, OpenPrice, HighPrice, LowPrice, ClosePrice, TotalVolume, TotalQuantity, BuyQuantity, SellQuantity, TotalTradeCount, BuyTradeCount, SellTradeCount
20150616, 10:29:00.000, IBM, 166.46, 166.51, 166.41, 166.48, 1023611.17, 6149, 0, 0, 54, 0, 0
20150616, 10:30:00.000, IBM, 166.47, 166.55, 166.43, 166.46, 2086819.75, 12534, 0, 0, 60, 0, 0
20150616, 10:31:00.000, IBM, 166.45, 166.63, 166.44, 166.55, 4202755.64, 25236, 0, 0, 180, 0, 0
20150616, 10:32:00.000, IBM, 166.62, 166.64, 166.52, 166.56, 2080964.05, 12492, 0, 0, 84, 0, 0
20150616, 10:33:00.000, IBM, 166.52, 166.53, 166.45, 166.52, 9892808.14, 59418, 0, 0, 172, 0, 0
20150616, 10:34:00.000, IBM, 166.49, 166.50, 166.37, 166.37, 2613610.38, 15703, 0, 0, 121, 0, 0
20150616, 10:35:00.000, IBM, 166.40, 166.42, 166.27, 166.27, 573391.86, 3447, 0, 0, 30, 0, 0
20150616, 10:36:00.000, IBM, 166.29, 166.33, 166.27, 166.33, 1053983.61, 6338, 0, 0, 59, 0, 0
20150616, 10:37:00.000, IBM, 166.31, 166.42, 166.31, 166.36, 979077.27, 5886, 0, 0, 61, 0, 0
20150616, 10:38:00.000, IBM, 166.33, 166.41, 166.26, 166.26, 584057.59, 3511, 0, 0, 46, 0, 0
20150616, 10:39:00.000, IBM, 166.26, 166.26, 166.19, 166.19, 852407.70, 5128, 0, 0, 69, 0, 0
20150616, 10:40:00.000, IBM, 166.20, 166.23, 166.16, 166.20, 2269053.20, 13652, 0, 0, 125, 0, 0
